paper_id,artifact_set_id,source_route,confirmed_defective_page_count,confirmed_defective_pages,legitimate_noncontent_page_count,legitimate_noncontent_pages,repair_layer,requires_ocr_for_repair,requires_extraction_for_repair,requires_reconstruction,requires_artifact_repromotion,requires_index_refresh,requires_g10_revalidation,requires_human_rereview,scope_confidence
CUMCM-2010-D-002,derived/scale/papers/CUMCM-2010-D-002,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,13,1;2;3;4;5;6;7;8;9;10;11;12;13,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2010-D-004,derived/scale/papers/CUMCM-2010-D-004,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2010-D-005,derived/scale/papers/CUMCM-2010-D-005,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,32,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2011-A-001,derived/scale/papers/CUMCM-2011-A-001,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,2,13;15,0,,UNRESOLVED,0,1,1,1,1,1,1,HIGH
CUMCM-2011-A-002,derived/scale/papers/CUMCM-2011-A-002,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,1,21,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2011-A-004,derived/scale/papers/CUMCM-2011-A-004,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,1,19,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2011-A-005,derived/scale/papers/CUMCM-2011-A-005,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,6,4;5;6;7;8;20,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2011-A-007,derived/scale/papers/CUMCM-2011-A-007,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,3,7;8;9,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2012-B-B149,derived/scale/papers/CUMCM-2012-B-B149,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,1,28,0,,UNRESOLVED,0,1,1,1,1,1,1,HIGH
CUMCM-2013-A-001,derived/scale/papers/CUMCM-2013-A-001,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,9,12;15;16;17;18;25;38;41;45,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2013-A-004,derived/scale/papers/CUMCM-2013-A-004,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,1,39,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2013-A-005,derived/scale/papers/CUMCM-2013-A-005,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,1,38,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2013-A-A0114,derived/scale/papers/CUMCM-2013-A-A0114,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,2,4;5,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2014-A-A1501,derived/scale/papers/CUMCM-2014-A-A1501,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,2,11;32,0,,UNRESOLVED,0,1,1,1,1,1,1,HIGH
CUMCM-2014-A-A2302,derived/scale/papers/CUMCM-2014-A-A2302,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,1,16,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2014-D-D2202,derived/scale/papers/CUMCM-2014-D-D2202,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,2,20;21,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2016-A-002,derived/scale/papers/CUMCM-2016-A-002,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,11,5;6;7;9;10;11;13;14;15;16;17,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2016-A-003,derived/scale/papers/CUMCM-2016-A-003,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,18,25;26;27;28;29;30;31;34;35;36;37;38;39;40;41;42;43;44,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2016-A-004,derived/scale/papers/CUMCM-2016-A-004,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,2,27;29,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2016-A-005,derived/scale/papers/CUMCM-2016-A-005,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,1,39,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2016-A-006,derived/scale/papers/CUMCM-2016-A-006,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,15,19;20;21;22;23;24;25;26;27;28;29;30;36;37;38,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2016-B-002,derived/scale/papers/CUMCM-2016-B-002,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,1,25,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2016-C-001,derived/scale/papers/CUMCM-2016-C-001,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,1,7,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2016-D-002,derived/scale/papers/CUMCM-2016-D-002,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,1,44,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2016-D-003,derived/scale/papers/CUMCM-2016-D-003,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,1,24,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2017-A-002,derived/scale/papers/CUMCM-2017-A-002,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,12,6;8;9;10;11;12;13;14;15;16;17;22,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2017-B-004,derived/scale/papers/CUMCM-2017-B-004,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,1,25,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2017-B-005,derived/scale/papers/CUMCM-2017-B-005,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,2,5;18,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2017-B-006,derived/scale/papers/CUMCM-2017-B-006,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,5,33;36;38;39;43,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2017-B-007,derived/scale/papers/CUMCM-2017-B-007,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,2,1;11,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2017-D-001,derived/scale/papers/CUMCM-2017-D-001,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,8,20;21;23;25;39;42;43;45,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2017-D-003,derived/scale/papers/CUMCM-2017-D-003,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,1,18,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2017-D-004,derived/scale/papers/CUMCM-2017-D-004,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,4,26;27;28;29,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2018-A-001,derived/scale/papers/CUMCM-2018-A-001,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,28,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2018-A-002,derived/scale/papers/CUMCM-2018-A-002,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,43,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2018-A-003,derived/scale/papers/CUMCM-2018-A-003,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,45,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2018-A-005,derived/scale/papers/CUMCM-2018-A-005,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,31,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2018-B-003,derived/scale/papers/CUMCM-2018-B-003,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,99,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2018-B-004,derived/scale/papers/CUMCM-2018-B-004,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,56,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2018-C-002,derived/scale/papers/CUMCM-2018-C-002,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,15,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2018-C-003,derived/scale/papers/CUMCM-2018-C-003,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,27,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2018-D-002,derived/scale/papers/CUMCM-2018-D-002,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,61,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2018-D-003,derived/scale/papers/CUMCM-2018-D-003,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,28,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
