paper_id,year,subject_type,artifact_eligible,quality,extraction_status,artifact_status,qa_status,deferred_reason,overall_status
CUMCM-2014-C-007,2014,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2014-C-008,2014,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2014-C-009,2014,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2014-C-010,2014,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2014-C-C1951,2014,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2014-D-001,2014,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2014-D-002,2014,PAPER,1,UNKNOWN,PASS,PASS,PASS,,COMPLETE
CUMCM-2014-D-003,2014,PAPER,1,UNKNOWN,PASS,PASS,PASS,,COMPLETE
CUMCM-2014-D-004,2014,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2014-D-D2202,2014,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2016-A-001,2016,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2016-A-002,2016,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2016-A-003,2016,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2016-A-004,2016,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2016-A-005,2016,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2016-A-006,2016,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2016-B-001,2016,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2016-B-002,2016,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2016-B-003,2016,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2016-B-004,2016,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2016-B-005,2016,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2016-B-006,2016,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2016-C-001,2016,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2016-C-002,2016,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2016-C-003,2016,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2016-D-001,2016,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2016-D-002,2016,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2016-D-003,2016,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2016-D-004,2016,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2017-A-001,2017,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2017-A-002,2017,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2017-A-003,2017,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2017-A-004,2017,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2017-A-005,2017,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2017-A-006,2017,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2017-B-001,2017,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2017-B-002,2017,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2017-B-003,2017,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2017-B-004,2017,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2017-B-005,2017,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2017-B-006,2017,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2017-B-007,2017,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2017-B-008,2017,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2017-C-001,2017,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2017-C-002,2017,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2017-C-003,2017,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2017-C-004,2017,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2017-D-001,2017,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2017-D-002,2017,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2017-D-003,2017,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2017-D-004,2017,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2018-A-001,2018,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2018-A-002,2018,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2018-A-003,2018,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2018-A-004,2018,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2018-A-005,2018,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2018-B-001,2018,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2018-B-002,2018,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2018-B-003,2018,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2018-B-004,2018,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2018-C-001,2018,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2018-C-002,2018,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2018-C-003,2018,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2018-D-001,2018,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2018-D-002,2018,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2018-D-003,2018,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2018-D-004,2018,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2019-A-001,2019,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2019-A-002,2019,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2019-A-003,2019,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2019-A-004,2019,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2019-B-001,2019,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2019-B-002,2019,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2019-B-003,2019,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2019-B-004,2019,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2019-C-001,2019,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2019-C-002,2019,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2019-C-003,2019,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2019-C-004,2019,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2019-D-001,2019,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2019-E-001,2019,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2019-E-002,2019,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2019-E-003,2019,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2019-E-004,2019,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2020-A-001,2020,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2020-A-002,2020,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2020-A-003,2020,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2020-A-004,2020,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2020-B-001,2020,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2020-B-002,2020,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2020-B-003,2020,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2020-B-004,2020,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2020-B-005,2020,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2020-C-001,2020,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2020-C-002,2020,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2020-C-003,2020,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2020-C-004,2020,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2020-D-001,2020,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2020-D-002,2020,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2020-D-003,2020,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2020-D-004,2020,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2020-E-001,2020,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2021-A-001,2021,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2021-A-A028,2021,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2021-A-A115,2021,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2021-A-A217,2021,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2021-B-001,2021,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2021-B-B007,2021,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2021-B-B026,2021,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2021-B-B050,2021,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2021-B-B106,2021,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2021-C-001,2021,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2021-C-C066,2021,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2021-C-C085,2021,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2021-C-C169,2021,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2021-C-C283,2021,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2021-D-001,2021,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2021-D-D017,2021,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2021-D-D026,2021,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2021-D-D034,2021,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2021-E-001,2021,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2021-E-E014,2021,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2021-E-E025,2021,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2021-E-E037,2021,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2022-C-C229,2022,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2022-E-E014,2022,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2023-A-001,2023,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2023-B-001,2023,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2023-C-001,2023,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2023-D-001,2023,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2023-E-001,2023,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2024-A-001,2024,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2024-B-001,2024,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2024-C-001,2024,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2024-D-001,2024,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2024-E-001,2024,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
