paper_id,year,problem,reason,required_next_action,source_path,source_sha256,status,active,prior_reason
CUMCM-2020-D-004,2020,D,Q3_REPAIR_MANUAL,"approve a deterministic Q3 repair contract, then perform manual repair",2020年数学建模国赛真题+优秀论文/2020年优秀论文/2020D：基于梯度下降的决策树算法与非线性规划的信贷风险评估与信贷策略模型.pdf,BFB40F71E4E1376FE22E81E3BA77735046C7C8F0B37F3859E43AD90FA863EB30,DEFERRED,1,DEFERRED_REPAIR_REQUIRED
CUMCM-2021-A-A028,2021,A,ELIGIBILITY_RECONCILED_PAPER,none; ready Artifact closure,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文A题-A028/A1.jpg,339F0E41B101537C5DFAE8A0BA9ECAA434948D8791724C671091E4DFAA7C1A27,CLOSED,0,MANUAL_UNSUPPORTED_FORMAT
CUMCM-2021-A-A115,2021,A,ELIGIBILITY_RECONCILED_PAPER,none; ready Artifact closure,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文A题-A115/A1.jpg,C4CCFAC9EAC03AD8B833E2E595A23E9F1A7EA0CBBF68A94205035C3A1CCF6B3D,CLOSED,0,MANUAL_UNSUPPORTED_FORMAT
CUMCM-2021-A-A217,2021,A,ELIGIBILITY_RECONCILED_PAPER,none; ready Artifact closure,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文A题-A217/A1.jpg,161768AEB1E9D258E31A46F476DE676A22F57AE9AEA27978BA88DCB20CAC22D5,CLOSED,0,MANUAL_UNSUPPORTED_FORMAT
CUMCM-2021-B-B007,2021,B,ELIGIBILITY_RECONCILED_PAPER,none; ready Artifact closure,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文B题-B007/B1.jpg,C687EC4B8F274A3F2DD3D8DBDD4E93160FB869317A39769921949FD1D739CC28,CLOSED,0,MANUAL_UNSUPPORTED_FORMAT
CUMCM-2021-B-B026,2021,B,ELIGIBILITY_RECONCILED_PAPER,none; ready Artifact closure,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文B题-B026/B1.jpg,DCBBF4C7A13F3AED3BCB8815EF93EC3B6DEA5392AC4C2482D2BCA25310DAB906,CLOSED,0,MANUAL_UNSUPPORTED_FORMAT
CUMCM-2021-B-B050,2021,B,ELIGIBILITY_RECONCILED_PAPER,none; ready Artifact closure,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文B题-B050/B1.jpg,C6BE943BF780B63CEB6604428FDA51945F454F1043F8D8CD0C9B755A938D8C17,CLOSED,0,MANUAL_UNSUPPORTED_FORMAT
CUMCM-2021-B-B106,2021,B,ELIGIBILITY_RECONCILED_PAPER,none; ready Artifact closure,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文B题-B106/B1.jpg,C2006CC92DDDA31601271F31FAC56DC2C53D04B5A30215E7B08A0555DED45718,CLOSED,0,MANUAL_UNSUPPORTED_FORMAT
CUMCM-2021-C-C066,2021,C,ELIGIBILITY_RECONCILED_PAPER,none; ready Artifact closure,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文C题-C066/C1.jpg,1CF669C857E11FD25958DCA7954A9C5F1A4F616DAFB6FD44E6275C73FA4CFCF3,CLOSED,0,MANUAL_UNSUPPORTED_FORMAT
CUMCM-2021-C-C085,2021,C,ELIGIBILITY_RECONCILED_PAPER,none; ready Artifact closure,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文C题-C085/C1.jpg,24D7E77815731CDAD56457C691FB63EFD8A1ABD70A15FF6E9519549B6C008449,CLOSED,0,MANUAL_UNSUPPORTED_FORMAT
CUMCM-2021-C-C169,2021,C,ELIGIBILITY_RECONCILED_PAPER,none; ready Artifact closure,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文C题-C169/C1.jpg,733C555ACDE12B8E8FEAA88A1AEFE199E696DB16BF0C565C58D25D2AD3FBCD8D,CLOSED,0,MANUAL_UNSUPPORTED_FORMAT
CUMCM-2021-C-C283,2021,C,ELIGIBILITY_RECONCILED_PAPER,none; ready Artifact closure,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文C题-C283/C1.jpg,493F17CAAB4B2B076420C0FCB179CFAAE3A95E1F41E967F6F3827BD22C5F6BE4,CLOSED,0,MANUAL_UNSUPPORTED_FORMAT
CUMCM-2021-D-D017,2021,D,ELIGIBILITY_RECONCILED_PAPER,none; ready Artifact closure,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文D题-D017/D1.jpg,ACA3B9486DC296F9380F9EF3E657C5DE2C718F62388AA96B89C70A457567DAA9,CLOSED,0,MANUAL_UNSUPPORTED_FORMAT
CUMCM-2021-D-D026,2021,D,ELIGIBILITY_RECONCILED_PAPER,none; ready Artifact closure,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文D题-D026/D1.jpg,BFD4A4CE494B06AF94DC8A19AC4FA2F58008238292B37643045C05CDD01D4BD8,CLOSED,0,MANUAL_UNSUPPORTED_FORMAT
CUMCM-2021-D-D034,2021,D,ELIGIBILITY_RECONCILED_PAPER,none; ready Artifact closure,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文D题-D034/D1.jpg,E4B7ADA72E78AED02A11012DF408685A1658D47BDC9B4623A7BC239EAC20EBA0,CLOSED,0,MANUAL_UNSUPPORTED_FORMAT
CUMCM-2021-E-E014,2021,E,ELIGIBILITY_RECONCILED_PAPER,none; ready Artifact closure,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文E题-E014/E1.jpg,5CD1E5B933E7BB2238C3CD4A48ADF250527F674AFB2F0DBC1263388519E615CE,CLOSED,0,MANUAL_UNSUPPORTED_FORMAT
CUMCM-2021-E-E025,2021,E,ELIGIBILITY_RECONCILED_PAPER,none; ready Artifact closure,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文E题-E025/E1.jpg,AA8D7B9FAD876342DB9A929AC349DD1C7C14C9AAB9508C2D655A4A8B95559692,CLOSED,0,MANUAL_UNSUPPORTED_FORMAT
CUMCM-2021-E-E037,2021,E,ELIGIBILITY_RECONCILED_PAPER,none; ready Artifact closure,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文E题-E037/E1.jpg,17AFC86E098AD0A88D6C75DC699EC70FD5C5848C68CBDB492F970D3DECBBFE27,CLOSED,0,MANUAL_UNSUPPORTED_FORMAT
CUMCM-2022-C-C229,2022,C,ELIGIBILITY_RECONCILED_PAPER,none; ready Artifact closure,2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文C题C229/8122397.jpg,91A05808CCE3A469785B84B91F738760A6A40CECE36A099CE98E034F29E2FF1F,CLOSED,0,MANUAL_UNSUPPORTED_FORMAT
CUMCM-2022-E-E014,2022,E,ELIGIBILITY_RECONCILED_PAPER,none; ready Artifact closure,2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文E题E014/8122239.jpg,DFA068914E29070A744E23D89E0A2AF25027025A945BF5B8F9C04756FB00EAA8,CLOSED,0,MANUAL_UNSUPPORTED_FORMAT
